user_name,user_city,comment,praise,date,sentiment
WorldEliteChang,浙江,不是双向奔赴的感情就是笑话,0,2024-11-11 14:15:04,0.2823890908920039
老歪脖子树下的皓皓,北京,慢慢来是诚意 也是深情,0,2024-11-11 14:06:29,0.9373583014941641
夜刀神奕洋,北京,你离开以后 我学会了少说话,0,2024-11-11 12:46:53,0.6907329028665566
绫人的宝贝昂,广西,不知道为什么听出一种悲伤感[多多难过],2,2024-11-11 12:25:58,0.9991617901369182
困住我的总是回忆,四川,你也是,0,2024-11-11 07:50:07,0.5262327818078083
来自西伯利亚的蝎子,广东,承诺只有听的人才记得[流泪],1,2024-11-11 01:59:50,0.9045389026274164
镜子妖怪阿饼,北京,也许只是自己不愿遗忘罢了,1,2024-11-11 01:26:33,0.9459581298815586
fever星辰,北京,希望你每天都开心[多多大笑],1,2024-11-11 00:22:00,0.9471406445001826
五月中旬照仍衍,安徽,祝你逃出苦难向春山，春山之后再无难,1,2024-11-11 00:18:22,0.9212606300978817
原青vfw,北京,会遇见那个满眼都是你的人的！,0,2024-11-11 00:11:49,0.9228710717864774
符华山吹o,北京,可是我好难过啊[多多大哭],0,2024-11-10 23:54:52,0.9622593359629852
絕朢地狱的魔王千矢,浙江,抱抱~都会好起来的！加油呀！,0,2024-11-10 23:53:39,0.9623261145546247
不是单身汪,浙江,他只知道我叫什么名,0,2024-11-10 22:43:14,0.3707870573937855
大伟xta,浙江,说反话的时候 心里也在流泪,0,2024-11-10 22:27:33,0.6749520308574369
-撑伞,湖北,凭感觉喜欢上的 忘不掉.,2,2024-11-10 21:24:22,0.3846974392401764
小寒不想再哭了,湖南,我幸不幸福不重要.重要的是你幸福就好.,0,2024-11-10 19:20:07,0.9976982636782306
i_Godles,湖南,我早已习惯关于你的一切 有你，便是晴天,0,2024-11-10 18:58:22,0.48224208200126983
i_Godles,湖南,走错片场了（[狗]）,0,2024-11-10 18:57:51,0.7468006616293043
lD-临沧,广东,我真心付出 你却诋毁我你并没有食言 分开也是一种永远.在最爱你的那一年 谁都比不过你.你说你不会哄人 我便咽下所有委屈.你根本不懂永远的重量 你乱说.你知道吗因为有你我很开心.永远嘴硬永远转身后泪流.那些痛早就不在意了.,0,2024-11-10 18:02:20,0.7202885369797931
lD-临沧,广东,你说永远在一起最后又说对不起.原来承诺也可以是一时兴起.一见钟情的结局就是遗憾.倒数日没删你我还没忘.最近太累了时常想哭.心突然拔凉拔凉的.一定要拥有吗或许失去更轻松呢.金风玉露一相逢便胜却人间无数.,0,2024-11-10 18:00:26,0.9843586447593478
lD-临沧,广东,倾听者也需要倾听者.总会突然想哭觉得最近过得好累.你什么都在乎 可惜她不在乎你.不是说念念不忘必有回响吗.说真的我好想你呀.想睡一场很久很久的觉.痛苦该我承担.尽管情绪再不好我也没想过放弃你.,0,2024-11-10 17:58:48,0.9999474385212553
祝余-ll,山东,好,1,2024-11-10 17:57:03,0.6558628208940429
lD-临沧,广东,后来熬夜已成了瘾终于习惯没人.如你所愿 我们散场.后来熬夜已成了瘾终于习惯没人关心.把我忘记没事但别忘了我陪你的日子.他说走就走的态度是我永远学不会的.暗自消化各种情绪也成了生活常态回头看我再也没有活下去的勇气.如果我会读心术我一定懂你.,0,2024-11-10 17:56:54,0.9999950328811612
lD-临沧,广东,清醒的恋爱脑没有原则的明恋者.暗恋是成功的哑剧说出来就成了悲剧.逼问直到答案刺痛我为止.好傻越是对方回避的问题我就越是要问.很遗憾吧那么喜欢连张合照都没有.我的喜欢很明显你的不喜欢也是.暗恋一个人代价是看着他爱别人.梦很短 但我们相见了.,0,2024-11-10 17:55:38,0.9999993746145596
lD-临沧,广东,还以为你很特别 原来是我知道的少.缘分本就稀薄 你我相逢已是万幸.后来我不再提及 只有我记得过去.遇到我这样的人 难为你了.歌没听腻 你 我还喜欢.生活不止诗和远方 还有你.讨厌你 总是说伤害我的话.眼泪这笔债 你欠我太多.,0,2024-11-10 17:54:46,0.9999939578857996
简松yxh,安徽,祝幸福,0,2024-11-10 17:30:28,0.9839510309814015
冷雨CS虾,云南,清醒的恋爱脑没有原则的明恋者暗恋是成功的哑剧说出来就成了悲剧逼问直到答案刺痛我为止好傻越是对方回避的问题我就越是要问很遗憾吧那么喜欢连张合照都没有我的喜欢很明显你的不喜欢也是暗恋一个人代价是看着他爱别人,1,2024-11-10 16:45:32,0.9999954801437172
_不想吹头发,广西,期中考 月考 期末考 寒假作业.[呲牙],0,2024-11-10 16:44:15,0.996514717603684
----失约,陕西,接下来就是下雪  寒假  跨年  烟花.,6,2024-11-10 16:32:15,0.1677566859878863
1-浔惗-,四川,连友谊的醋你都吃 你是有多缺爱.这一路走来怎么没人心疼我.为什么我还是一个人.也许当时很多都是错的 可我们总有一段日子是相爱的.你说我爱哭但我只为你掉眼泪.我 确实不是一个很好的人.我能不能突然死亡.,1,2024-11-10 15:25:30,0.9999572777906695
1-浔惗-,四川,我真心付出 你却诋毁我你并没有食言 分开也是一种永远.在最爱你的那一年 谁都比不过你.我本身就是一个很糟糕的人 你不喜欢我很正常.我以为终于遇到了爱 没想到是唉.你说你不会哄人 我便咽下所有委屈.你根本不懂永远的重量 你乱说.,2,2024-11-10 15:24:25,0.9570726733413198
1-浔惗-,四川,若懂无需千言万语无缘再真诚也没用.这个世上什么东西是永久的.其实我有时候也会觉得是我在耽误你.爱很简单 但爱也很廉价.你漂亮的眼睛 要留幸福的泪水我刻意躲开幸福 但痛苦并没有消失.我反复回忆曾经的画面 但我忘了人总会变,0,2024-11-10 15:23:21,0.9999999984718619
1-浔惗-,四川,不明白短暂的回忆为什么这么痛.谁会真正的去懂我再说了我也不懂得我自己.我以为真爱降临  原来是痛的开始做朋友更长久可我想牵起你的手.你转头爱她的那一刻 我痛到窒息黑暗的世界 我只有音乐陪伴.从未对你虚情假意 只想好好珍惜你,0,2024-11-10 15:22:23,0.9999999934171211
aw会幸福,四川,她把其他男生牵到我面前了,2,2024-11-10 15:04:22,0.716972540136037
lD最终,湖北,我才十几岁 付出的感情能给我未成年退款吗.,1,2024-11-10 12:43:00,0.9188533960830828
lD最终,湖北,爱人如养花   可我是一朵很难养的花.若你能读懂我的心   那我千字文章只写你.如果春天有绝笔那一定是我们共淋的那场雨.海的尽头不是海   是藏在心底的遗憾.,0,2024-11-10 12:42:37,0.9999999807418386
lD最终,湖北,泪水打湿双眼   循环我们的曾经.关系已解除你   我彻底翻篇.知道你不回头   愿你无忧.泪水模糊了视线   又想起了曾经的誓言.本以为能被爱了   结果又被上了一课.我可以原谅你很多次  但信任只有一次.所有的承诺最后都变成了一句对不起.有点脾气怎么了   哪朵玫瑰不带刺.,0,2024-11-10 12:42:14,0.7105155118797035
1-好,贵州,止不住泪的那一刻我无能为力了.,0,2024-11-10 12:18:41,0.4763329688696283
1-好,贵州,时间是拦不住的 .有些话记得早点说,0,2024-11-10 12:18:17,0.0660068145153977
1-好,贵州,我比不上她 毕竟你们先认识的.,0,2024-11-10 12:17:32,0.5817025085487906
爱吃香菜_DwEn,福建,好,1,2024-11-10 11:25:08,0.6558628208940429
-是遗憾吧,浙江,写错答案就不想在提笔。,1,2024-11-10 03:30:39,0.6704601724835612
喜欢香菜3-12,浙江,倘若真的有结果 我真的等他三五年又何妨,0,2024-11-10 01:10:10,0.8100527241788721
巷口几号街,广东,得到的不珍惜 失去了之后才懂得珍惜,0,2024-11-10 01:01:46,0.9772687896074511
吱吱作响_zc,江苏,慢慢的喜欢也许更长久吧,0,2024-11-10 00:50:45,0.9762053322408378
吱吱作响_zc,江苏,慢慢的喜欢也许更长久吧,0,2024-11-10 00:50:44,0.9762053322408378
2ENGx,广东,分手了.,0,2024-11-10 00:33:57,0.7142857142857141
-小蠢-,广西,抑郁了总是睡眠不好医生说建议睡在八块腹肌上幸福多少钱  超过四块的话我买蜜雪冰城了纯爱已经满足不了朕了 纯金可以我叫夯大力 我以为十一月能对我好点 要不是被十一月扇了一巴掌 我差点就信了,1,2024-11-10 00:26:48,0.06693030498206598
-小蠢-,广西,秋风知我意  大风吹来三个亿很内向 醒了不敢出被窝我要把裤子剪碎做一个残裤的人.当幸福来敲门 我去上学了家里没人,0,2024-11-10 00:25:34,0.9758362913735249
-小蠢-,广西,天天张口闭口就是陪胖猫 胖猫他理过你吗我问他怎么不回我消息  他说感冒了怕传染给我  真的好贴心生活给我右脸一嘴巴 我笑着伸左脸说再来一下我是恋爱脑 会爱上莫名其妙给我转钱的人,0,2024-11-10 00:24:31,0.3674483847410187
-小蠢-,广西,好朋友都脱单了我比较厉害我脱发.答案可以抄你也可以吗.誓言算什么算我倒霉.走不进你心里我可以跳进去吗.,0,2024-11-10 00:23:18,0.02929319591121904
朱Juit,安徽,那你呢除了我的名字 还了解我多少.,0,2024-11-09 20:01:01,0.5502136826629693
慧霖526,广西,没有什么是永远的 拥有过就好了.及时止损 即使我舍不得.释怀里藏着无数的思念.或许失去会更轻松呢.生性自由 像海一样.各自撑伞 各自行.,0,2024-11-09 19:24:33,0.9999999665700947
LYT伊,河南,清醒的恋爱脑没有原则的明恋者暗恋是成功的哑剧说出来就成了悲剧逼问直到答案刺痛我为止好傻越是对方回避的问题我就越是要问很遗憾吧那么喜欢连张合照都没有我的喜欢很明显你的不喜欢也是暗恋一个人代价是看着他爱别人,3,2024-11-09 19:11:37,0.9999954801437172
Lier神田空太,广东,爱能克服远距离多远的距离，都不算远,0,2024-11-09 17:24:06,0.8141355265106085
听雨LXY-,广东,我们没有食言分开也是一种永远.,2,2024-11-09 17:14:19,0.6687004992281114
Adam爱吃饭,浙江,得到的都珍惜，失去的都忘记,0,2024-11-09 17:12:08,0.9533018897080607
Rin重度依赖-,吉林,她是我的朋友 我和你玩在了一起 你和她玩在了一起谁是外人？,0,2024-11-09 15:16:27,0.8758083807196844
黑白先生ptf,北京,失去的总是要回来，回来的也变了样…,0,2024-11-09 14:34:53,0.1773939804952298
在下韩子青,浙江,我也是啊！以前是个胆小鬼 现在要成为保护大家的勇士,0,2024-11-09 13:19:58,0.6052606642924159
my陈少,浙江,我真的很想很想他喜欢我啊[多多大哭],1,2024-11-09 12:17:54,0.9848126225414434
-撑伞,湖北,没关系的   你冷落我我就放弃你.,0,2024-11-09 12:08:57,0.6674482006269379
坏微余,广东,总说时间会冲淡一切 可我回忆里的你依旧很清晰,1,2024-11-09 12:07:59,0.9946527188692461
斜杠青年ieu,广东,希望你以后遇到的都是满眼都是你的人,0,2024-11-09 11:54:29,0.8355413938252662
困住我的总是回忆,四川,和喜欢的人在一起真的好幸福，想抱住她说我爱你，永远。,0,2024-11-09 10:02:06,0.9976036459448858
X-夏希桐,河南,关于我的一切 你早忘了吧.三言两语讽刺我这是你的手段.你说的话我一直当真希望一直真.不强求任何一段关系即使很在意.爱很简单 每一条信息都要好好回.从不渴望幸福因为知道幸福难如登天.看到你很幸福和好两字再也说不出口.我是一个矛盾的人说着狠话又不想你走.,0,2024-11-09 09:46:24,0.9999955815138805
X-夏希桐,河南,关于我的一切 你早忘了吧.三言两语讽刺我这是你的手段.你说的话我一直当真希望一直真.不强求任何一段关系即使很在意.爱很简单 每一条信息都要好好回.从不渴望幸福因为知道幸福难如登天.看到你很幸福和好两字再也说不出口.我是一个矛盾的人说着最狠的话又不想你走.,0,2024-11-09 09:46:11,0.9999986404616505
乌日力嘎19062,内蒙古,我喜欢的人我到现在也不知道到底是不是喜欢我,0,2024-11-09 09:18:08,0.5743361927611871
暧昧,吉林,难过😔,1,2024-11-09 09:12:23,0.7297953905324703
YikeOcean,广东,对于我来说 你就是我的精神寄托 一旦你开始冷淡我 那我就会很难过 但也会劝自己不要再去想了[好听哭了][好听哭了][好听哭了],2,2024-11-09 08:38:06,0.7005114228089077
7_也是_妻,河南,我从来都不好 就像你说的 我有病,0,2024-11-09 08:23:14,0.08841725761368469
7_也是_妻,河南,许下的诺言 如轻捻的纸 易碎,0,2024-11-09 08:23:04,0.7797131985075345
7_也是_妻,河南,你来找我吧，初恋还是你.,0,2024-11-09 08:22:45,0.8493724491692836
诗-绫邵,四川,恭喜[色],0,2024-11-09 07:10:32,0.47956870727023193
sn小猪羔,安徽,@sn小羔羊 你也是我的依赖啊 小猪羔  想有你的每一天,0,2024-11-09 03:04:03,0.8498003866449094
sn小猪羔,安徽,@sn小羔羊 已经慢慢习惯身边有你的存在 没有了你瞬间就落空了 小猪羔回来吧,2,2024-11-09 03:03:22,0.999666551169441
不许柯,江西,要幸福！,0,2024-11-08 22:04:36,0.9162790697674418
犀牛的吻,四川,对,0,2024-11-08 21:16:34,0.5262327818078083
X-夏希桐,河南,痛到极致是麻木的.挺想你的但只能盯着你的账号发呆.那夜不愿对你倾诉我走了最黑的路.对不起这样的我你应该感到很厌烦吧.你说长痛不如短痛为什么我越来越痛.对你的专属滤镜没有了你好像也很普通.曾经许下的誓言终究成了记忆中的谎言.早睡的人完美的避开了每晚的情绪上涌.,0,2024-11-08 21:14:58,0.9999996681081886
X-夏希桐,河南,是新的冬天是和你的冬天.还不能妥协的事情往往都是事与愿违.我不会束缚谁愿意等你都是我一厢情愿.不是我敏感爱都是要反复证明来确认的.倘若真的错过那也是彼此心照不宣的选择.这个坎有点难迈你说的永远我以为会很远.笑容可以给任何人但真心我只想给你.全世界都在和好而我们连面都见不到.,0,2024-11-08 21:05:57,0.7441419739615545
X-夏希桐,河南,我自有干面万貌你所见不过一二.我一生并未作恶为何幸福总是远离我.船票还你以后的苦和难我一个人渡.可惜我不擅长挽留 也不会有人一直陪着我.不够真诚是危险的可盲目真诚是致命的.我想把最好的都给你可你却置之不理.曾经懵懂的女孩被你一言一句所困住.一路磕磕碰碰轻描淡写已经成为习惯.,0,2024-11-08 21:04:22,0.9999934385179767
X-夏希桐,河南,照片 唯一锁住时间的公式.我会忘记的 忘记那些腐烂的誓言.我想遇到一个人 一个只对我好的人.我总在解释 我忘了厚爱无需多言.一次次妥协让我们距离越来越远了.我可以躲开幸福 但痛苦并没有消失.这一路的苦和难我都自己熬过来了.愿你爱笑的眼睛一直笑 想要的都得到.,0,2024-11-08 21:03:24,0.9999509634820871
X-夏希桐,河南,我是一个矛盾的人说着最狠的话又不想你走.关于我的一切 你早忘了吧.三言两语讽刺我这是你的手段.你说的话我一直当真希望一直真.不强求任何一段关系即使很在意.爱很简单 每一条信息都要好好回.从不渴望幸福因为知道幸福难如登天.看到你很幸福和好两字再也说不出口.,0,2024-11-08 21:01:55,0.9999986404616505
_池怡L-,贵州,失去你的时候大概就是世界末日来临的时候,0,2024-11-08 20:51:04,0.9770675491692699
insMTstar,宁夏,一直是男孩，只不过从爱哭变成顶天立地,1,2024-11-08 20:31:38,0.9634361441927056
坏微余,广东,没有身份，连吃醋都要把握好分寸,1,2024-11-08 19:17:13,0.7681787784570879
谁是朕的菜,北京,我也有过这样的经历 我也这么觉得 现在想想 其实没什么大不了的,0,2024-11-08 16:15:56,0.31435282935510744
KaiserFriedrich,吉林,是这样的，如果真是这样就算陕北那个伟人力挽狂澜了，收回东北的难度可比现在大太多了,0,2024-11-08 14:58:34,0.9180714038088754
Afsiena,浙江,谢谢你[多多可怜]真的感谢相遇！,0,2024-11-08 12:46:35,0.9382191972525844
涵陪你看海,福建,原来七年真的可以说忘就忘.,0,2024-11-08 12:03:16,0.5862108316970974
雨停了就走_,重庆,缘分,0,2024-11-08 10:48:49,0.9333333333333333
拥中其美,四川,没事的，会好的,0,2024-11-08 10:25:11,0.6217917007566495
曾有妳的天气,北京,慢慢来是诚意 是慢热的我对你最真诚的告白,0,2024-11-07 23:41:11,0.6949554612208861
-心在多伦多a-,西藏,+1,0,2024-11-07 21:34:59,0.8
顾梓家的大笨蛋,北京,可我还是忍不住去想他……,0,2024-11-07 18:03:01,0.8680321814108197
许愿小冰,湖南,冬将至我与你零下的冬天炽热的爱意我开始准备拥抱下一个冬天或许这个冬天更值得期待立冬啦搓搓小手跟你一起过,0,2024-11-07 17:33:53,0.9939261509482107
许愿小冰,湖南,降温了我说的是冬天来了冬将至我与你这个冬天要和更好的自己碰面零下的冬天炽热的爱意我开始准备拥抱下一个冬在这个有你的冬天不会有眼泪或许这个冬天更值得期待立冬啦搓搓小手跟你一起过,0,2024-11-07 17:33:08,0.9967602213745669
许愿小冰,湖南,降温了我说的是冬天来了冬将至我与你这个冬天要和更好的自己碰面零下的冬天炽热的爱意我开始准备拥抱下一个冬在这个有你的冬天不会有眼泪或许这个冬天更值得期待立冬啦搓搓小手跟你一起过,0,2024-11-07 17:33:04,0.9967602213745669
许愿小冰,湖南,降温了我说的是冬天来了冬将至我与你这个冬天要和更好的自己碰面零下的冬天炽热的爱意我开始准备拥抱下一个冬在这个有你的冬天不会有眼泪或许这个冬天更值得期待立冬啦搓搓小手跟你一起过,0,2024-11-07 17:32:50,0.9967602213745669
许愿小冰,湖南,降温了我说的是冬天来了冬将至我与你这个冬天要和更好的自己碰面零下的冬天炽热的爱意我开始准备拥抱下一个冬在这个有你的冬天不会有眼泪或许这个冬天更值得期待立冬啦搓搓小手跟你一起过,0,2024-11-07 17:32:30,0.9967602213745669
等亿场意外,陕西,慢慢我也学会了伪装,0,2024-11-07 16:57:31,0.9824832753891226
镇魔降龍,山东,替兄弟们试过了，真诚+恋爱脑+舍得花钱+信息秒回+分享欲很强+粘人精+会换位思考+无限付出+吃醋+会乱想+因为一句话伤心难过+过于主动=小丑🤡=输的很惨 无一例外,3,2024-11-07 13:32:18,0.9999504260128957
_与日出,新疆,真的吗！,0,2024-11-07 11:50:27,0.6111111111111113
Cx330-Eliauk,中国香港,或许都是过眼云烟，都来不及说再见,0,2024-11-07 03:22:08,0.9680431033826001
渡妈全能,新疆,喜欢会有评价标准，但是心情是一样的。他如果重视你，真的爱护你怎么会这样呢。怎么会一次又一次伤害你啊,0,2024-11-07 00:48:20,0.9494084544137521
渡妈全能,新疆,那种希望对方不要难受的心情，是无论如何，都会有的心情啊。这才叫喜欢。你不要骗自己了,0,2024-11-07 00:46:52,0.10141242756291047
渡妈全能,新疆,怎么会是喜欢,0,2024-11-07 00:45:51,0.6769293492516186
渡妈全能,新疆,相互喜欢的人怎么能因为所谓吵架就根本不站在对方的角度呢。真的是喜欢嘛。不知道了。真的爱怎么会委屈对方呢，怎么会让对方委屈呢，怎么会一次又一次的让你歇斯底里。可能是喜欢夹杂着别的东西吧。怎么会对方伤心的时候一句话都不说。为什么知道自己伤害了对方，说必须要在一起呢，不顾对方的感受。这,1,2024-11-07 00:45:42,0.9916334437055467
激动惬意洛卡比里_z,新疆,十1,0,2024-11-07 00:07:49,0.35480947708129973
mm冬季,河南,今年冬天格外冷庆幸你比冬天先到.,0,2024-11-06 23:42:51,0.7853174649130952
mm冬季,河南,是新的冬天 是和你的冬天.,0,2024-11-06 23:14:13,0.5592157253437847
听雷岛,广东,我们曾离别，曾相逢，但终究在最后各有缘尽……,0,2024-11-06 20:32:33,0.9993408013873738
听雷岛,广东,我们曾离别，曾相逢，但终究在最后各有缘尽……,0,2024-11-06 20:32:12,0.9993408013873738
婷夏蝶-wen,四川,态度就是答案 我早该明白的.,0,2024-11-06 19:35:26,0.7173762505585751
日常待定,广东,别熬了宝 我今天凌晨两点才睡着 现在头有点晕 胃也有点难受[流感],0,2024-11-06 17:32:14,0.011231987730243143
映雨薇薇,广东,你醒来了吧[多多无语],0,2024-11-06 17:21:35,0.5480502126648185
啦啦啦啦啦卡扣卡,北京,我今年十八岁啦[多多大笑]祝你天天开心哦!要努力过好每一天哇~,0,2024-11-06 17:06:25,0.9999025586812819
没用的承诺i,河北,如果有人一直爱我 我就不想死了.,1,2024-11-06 17:03:46,0.43859219131510874
没用的承诺i,河北,99,0,2024-11-06 17:03:13,0.4545454545454545
一心要上热门的清水呀,浙江,别想太多啦！释怀吧[憨笑],0,2024-11-06 16:38:44,0.12947402676287678
王大石头,四川,厉害,0,2024-11-06 15:56:50,0.35964912280701733
祈语缘_,广东,适合立冬那天封神的官宣文案 比如：,0,2024-11-06 13:26:01,0.9861988999671467
kkky01,黑龙江,慢慢的喜欢我们相同的频率,1,2024-11-06 12:53:40,0.8382676611284814
惊涛骇浪神,北京,我选的不是人 是回忆里的那个自己,0,2024-11-06 12:23:08,0.9457328535154632
琳体,广东,回过头来听,1,2024-11-06 11:45:22,0.5731652457495195
顾清寒-L,辽宁,幸福,0,2024-11-06 03:29:49,0.9162790697674418
下雨_1eIL,陕西,改不了熬夜的习惯 也忘不了那段回忆,2,2024-11-05 22:25:18,0.9699906070611451
妞宝_csl,湖南,生日快乐呀！宝贝，虽然不能一起生活，而我会一直陪着你！,2,2024-11-05 20:49:25,0.9987671125148047
许愿小冰,湖南,睡一觉永远不醒来.,0,2024-11-05 20:20:25,0.12065846298524363
XT95_,湖北,慢慢习惯,0,2024-11-05 14:49:14,0.8012382712748463
已觉春意泛滥oo,江苏,谢谢你给我临时小孩角色卡,1,2024-11-05 13:23:11,0.6901613197783428
WIXX情,广东,你明知道他不喜欢你，可是你还是选择了他,1,2024-11-05 11:34:56,0.6135711238409621
温柔且静,北京,和他在一起的那段时间他最喜欢听这首歌，分开后没敢再听过，现在听原来这么甜，或许和我在一起的那段时间他的脑海里想的也是和她的美好画面，或许现在的我也是真的放下了,1,2024-11-05 08:07:29,0.9999960916984327
想做你初恋7,河北,解释不清楚就接吻吧,0,2024-11-05 03:24:37,0.13785893251395087
悄漫雾哦,湖南,+1,0,2024-11-05 02:33:04,0.8
艾卡西亚-毛毛雨,江苏,我就不信还有人,0,2024-11-05 00:02:36,0.3964366026098488
vLexy1906,广东,慢慢越来越孤单慢慢习惯一个人慢慢失去期待…,1,2024-11-04 22:57:45,0.9984005263447567
北院研究生校花,河北,好温暖 好浪漫 希望你有一天能在我身边,0,2024-11-04 22:57:31,0.9979879557649696
思绪予琳年年,广东,会的,0,2024-11-04 21:53:03,0.5539033457249072
发现他根本不爱我,四川,或许爱的越久分开就越痛吧,1,2024-11-04 21:23:52,0.9245521749680198
听雷岛,广东,如果破镜能重圆 那我们就回到从前,0,2024-11-04 21:23:03,0.08293210574539989
mm冬季,河南,“没有身份  连吃醋都要把握好分寸”,0,2024-11-04 19:37:51,0.7681787784570879
L清决,辽宁,任何人的离开都不是你生活的全部啊   千万别因为一个人的离开而一蹶不振,1,2024-11-04 10:39:48,0.22528953051898426
Richmeng-,云南,没人懂我的歌单吗 是循环,0,2024-11-04 08:21:03,0.0668582428818334
小悦悦ioi,安徽,希望我们共勉，去看更广阔的世界，而不是在鸡皮蒜毛的小事中脱不开身，,0,2024-11-04 05:36:08,0.956483843830334
椰柚柚Nadia,陕西,会过去的这句话 我对自己说了千百遍  我们会幸福的对吗,2,2024-11-03 22:42:36,0.8650459085439325
椰柚柚Nadia,陕西,慢慢喜欢你 慢慢等着你们回来 蟹蟹你们对坚持和努力 夜夜笙戈冲冲冲,1,2024-11-03 22:37:17,0.997666711445682
小欣uoo,广东,谢谢啦,1,2024-11-03 22:34:32,0.5965665236051504
亡死来唤会是但人迷又爱可我然虽,广东,嘿嘿,0,2024-11-03 20:23:57,0.6440677966101697
妳的筱念,福建,你叫我别哭 可我哭到窒息还是因为你最后我们是像仇人一样什么话都说的出你说爱我是欺骗是怜悯还是真的心疼我看曾经的好像只有我自己 你毫不在意其实我早就看清了 只是我舍不得而已想放弃却又舍不得 想继续却又没意义可惜你不懂 那种看清了还喜欢的感觉到底是喜欢还是执念 我已经分不清了,0,2024-11-03 20:23:18,0.9938241329348736
妳的筱念,福建,你不能只看到她完美的一面 你也要心疼她蹲在角落没人理解的疲惫.你是一个很可爱的小女孩 别为了身材而减肥不吃饭.我爱你的天真.如果思念是一条围巾 那我一定会织很长很长.希望你下次哭是 因为太幸福.世界上有一个特别棒的人 她正在读我这句话.,0,2024-11-03 20:04:53,0.9999999999386002
汪机与WLAN,浙江,过去不可能是过去式，而是进行时,0,2024-11-03 18:52:15,0.49925706331718367
-撑伞,湖北,无非就是好感上头了什么承诺都敢许.,0,2024-11-03 18:23:25,0.37933231283535973
傲娇漫域阿洛,广东,我懂，你只是觉得他没那么爱你，但是你心里知道他很爱你！,1,2024-11-03 18:06:43,0.8778529706494106
无敌的小苏洪,浙江,你说的很对呀，有时候爱情不是唯一的，还有很多东西值得我们去追寻！加油！,1,2024-11-03 17:50:58,0.9996900415666364
Adam爱吃饭,浙江,哪有人喜欢孤独啊，只是不想失望罢了,0,2024-11-03 17:48:44,0.8753109507146091
Adam爱吃饭,浙江,一个人的世界，不停奔跑就不会孤独,0,2024-11-03 17:48:20,0.9955043294224416
原青vfw,北京,不能怎样 我们还要继续向前走不是吗[多多可怜],0,2024-11-03 17:38:09,0.41556259415085905
仔仔mlj,北京,那为什么不尝试着去改变,0,2024-11-03 17:24:09,0.771251913388872
小程诗集,江西,幸福,0,2024-11-03 16:55:11,0.9162790697674418
影武者laz,浙江,该走的留不住 不属于自己的东西就不要去强求,0,2024-11-03 16:17:14,0.3817712717919073
坏微余,广东,人生第一课 你没有那么多观众人生第二课 你不是谁的最好朋友人生第三课 不和没必要的人生气人生第四课 健康最重要人生第五课 接受自己的平庸人生第六课 做你自己人生第七课 爱人先爱己人生第八课 勇敢的人先享受世界人生第九课 学会拒绝人生最重要的一课 你永远是最好的自己,1,2024-11-03 15:14:37,0.9999999999876497
sunshine木木夕1,河南,给你了[憨笑],0,2024-11-03 15:02:18,0.5
沈轻baby,陕西,跟我处对象吧 跟你用情头 头像换你 签名挂你 昵称挂你 网易云名字是你 游戏昵称有你 朋友圈公开你 不钓鱼 不冷暴力 不单删 列表随便你删 看谁不爽就断 所以快跟我恋爱吧宝 我不扣字 不ke炮 我是网上的一股清流 我活泼开朗聪明大方温柔善良单纯,0,2024-11-03 13:21:45,0.5660154552792391
xijsdo,江西,好听,0,2024-11-03 12:18:57,0.33333333333333337
永恆_Ry6D,广西,你说爱  易如反掌  我说幸福  难如登天.歌都能0.8倍慢放  为什么不能慢慢了解我呢.或许幸福本就不属于我.我做过最苦的差事  就是教你珍惜我.不喜欢你了  这句话我说了又说.我死死握住这一页  总觉得我们还有可能.,0,2024-11-03 11:58:27,0.9975536461277622
落日ai,湖北,QQ不响了微信也没消息了游戏也玩腻了听着喜欢的歌翻着别人的评论默默的看着别人的故事如果咱俩一样那真的是太有缘了,0,2024-11-03 10:25:59,0.7879257030172444
落日ai,湖北,人生第一课 你没有那么多观众人生第二课 你不是谁的最好朋友人生第三课 不和没必要的人生气人生第四课 健康最重要人生第五课 接受自己的平庸人生第六课 做你自己人生第七课 爱人先爱己人生第八课 勇敢的人先享受世界人生第九课 学会拒绝人生最重要的一课 你永远是最好的自己,1,2024-11-03 10:25:46,0.9999999999876497
何止心会冷冰冰,安徽,或许我们是彼此最好的朋友，可你不知道我喜欢你好久了,1,2024-11-03 08:57:15,0.9150586444600207
静心成长-,安徽,凡是自然界中的好东西，都是缓慢的。就像太阳一点点升起，花一朵朵开，粮食成熟，细水长流，这些东西都是慢慢来的。相反那些骤然的都是穴难。慢慢成长，慢慢遇见，慢慢看世间沉浮，慢慢看岁月静好,2,2024-11-03 06:34:25,0.9999999996900026
莹莹委屈,广西,我喜欢你zkr,1,2024-11-03 05:10:47,0.6769293492516186
漫漫辞,广东,我是个非常非常记仇的人 即使后来幸福的瞬间有很多但我依然能记住那些让我难过的事情 但我什么都不会做 只是记住,1,2024-11-03 04:09:43,0.9970895001349183
荷包蛋不爱睡觉,河南,那咋了,0,2024-11-03 03:14:34,0.5262327818078083
荷包蛋不爱睡觉,河南,哦,0,2024-11-03 03:14:23,0.5262327818078083
草稿纸Sentiment,河南,配图:拿着手机落泪BGM:太冲动的我文案:泪水打湿聊天记录 剩下只祝你幸福,0,2024-11-03 01:37:24,0.9993166956005166
